timestamp,timestamp,close,sentiment
2024-04-11 07:00:00,2024-04-11 07:00:00,70931.26,72.77065556003419
2024-04-11 07:30:00,2024-04-11 07:30:00,70735.99,56.80795793978931
2024-04-11 08:00:00,2024-04-11 08:00:00,70828.02,47.559965927350795
2024-04-11 08:30:00,2024-04-11 08:30:00,71039.39,70.27096680499903
2024-04-11 09:00:00,2024-04-11 09:00:00,70844.78,52.965746059089284
2024-04-11 09:30:00,2024-04-11 09:30:00,70604.0,31.951496931858895
2024-04-11 10:00:00,2024-04-11 10:00:00,70687.17,28.262579122569516
2024-04-11 10:30:00,2024-04-11 10:30:00,70459.99,15.626365046368305
2024-04-11 11:00:00,2024-04-11 11:00:00,70553.14,9.371920509091066
2024-04-11 11:30:00,2024-04-11 11:30:00,69983.16,-10.205212327340023
2024-04-11 12:00:00,2024-04-11 12:00:00,69992.76,-12.492230246234948
2024-04-11 12:30:00,2024-04-11 12:30:00,70858.83,39.16475309344524
2024-04-11 13:00:00,2024-04-11 13:00:00,70722.08,61.54799378102148
2024-04-11 13:30:00,2024-04-11 13:30:00,70284.0,17.309449727480636
2024-04-11 14:00:00,2024-04-11 14:00:00,69828.0,-7.505601326686685
2024-04-11 14:30:00,2024-04-11 14:30:00,69600.54,-13.445845981074632
2024-04-11 15:00:00,2024-04-11 15:00:00,69696.0,-16.78192651186966
2024-04-11 15:30:00,2024-04-11 15:30:00,70000.0,-1.7407226970742709
2024-04-11 16:00:00,2024-04-11 16:00:00,69796.02,11.677363802638919
2024-04-11 16:30:00,2024-04-11 16:30:00,70011.99,11.590214291558715
2024-04-11 17:00:00,2024-04-11 17:00:00,70322.9,45.12719063619801
2024-04-11 17:30:00,2024-04-11 17:30:00,70203.99,46.53968938133692
2024-04-11 18:00:00,2024-04-11 18:00:00,70122.7,50.10202350054623
2024-04-11 18:30:00,2024-04-11 18:30:00,70099.75,36.258981473209495
2024-04-11 19:00:00,2024-04-11 19:00:00,70313.8,44.450105294732445
2024-04-11 19:30:00,2024-04-11 19:30:00,70459.67,63.82118564087068
2024-04-11 20:00:00,2024-04-11 20:00:00,70678.51,81.04544841832114
2024-04-11 20:30:00,2024-04-11 20:30:00,70499.62,78.21384278938591
2024-04-11 21:00:00,2024-04-11 21:00:00,70203.98,53.55640180725628
2024-04-11 21:30:00,2024-04-11 21:30:00,70115.41,35.6186682493369
2024-04-11 22:00:00,2024-04-11 22:00:00,70250.0,34.76446659102361
2024-04-11 22:30:00,2024-04-11 22:30:00,70151.26,34.1078226634399
2024-04-11 23:00:00,2024-04-11 23:00:00,69961.99,19.87537347734529
2024-04-11 23:30:00,2024-04-11 23:30:00,70006.23,23.30025200202822
2024-04-12 00:00:00,2024-04-12 00:00:00,70260.01,38.27869624133417
2024-04-12 00:30:00,2024-04-12 00:30:00,70301.63,49.625544468989816
2024-04-12 01:00:00,2024-04-12 01:00:00,70179.13,46.5545033074123
2024-04-12 01:30:00,2024-04-12 01:30:00,70280.01,44.7379744356665
2024-04-12 02:00:00,2024-04-12 02:00:00,70714.13,73.69524747333388
2024-04-12 02:30:00,2024-04-12 02:30:00,70635.93,88.51518283226473
2024-04-12 03:00:00,2024-04-12 03:00:00,70914.0,96.36875841351987
2024-04-12 03:30:00,2024-04-12 03:30:00,70977.27,97.9758418957782
2024-04-12 04:00:00,2024-04-12 04:00:00,70837.44,92.47129331730632
2024-04-12 04:30:00,2024-04-12 04:30:00,71115.99,96.95565442440942
2024-04-12 05:00:00,2024-04-12 05:00:00,71039.81,91.36381020333586
2024-04-12 05:30:00,2024-04-12 05:30:00,70956.32,80.28317654114689
2024-04-12 06:00:00,2024-04-12 06:00:00,70809.33,64.64574764592557
2024-04-12 06:30:00,2024-04-12 06:30:00,70871.05,58.667930831061085
2024-04-12 07:00:00,2024-04-12 07:00:00,70833.22,57.08318679013784
2024-04-12 07:30:00,2024-04-12 07:30:00,70764.01,44.09844199294484
2024-04-12 08:00:00,2024-04-12 08:00:00,70784.01,49.44525766304896
2024-04-12 08:30:00,2024-04-12 08:30:00,70759.99,36.894788484273604
2024-04-12 09:00:00,2024-04-12 09:00:00,70669.85,35.66805785140806
2024-04-12 09:30:00,2024-04-12 09:30:00,70652.0,23.21652974272823
2024-04-12 10:00:00,2024-04-12 10:00:00,70730.7,29.042300115843116
2024-04-12 10:30:00,2024-04-12 10:30:00,70786.4,37.635199695244864
2024-04-12 11:00:00,2024-04-12 11:00:00,70792.01,46.61166526908096
2024-04-12 11:30:00,2024-04-12 11:30:00,70904.01,54.924806261679365
2024-04-12 12:00:00,2024-04-12 12:00:00,70852.71,51.23606279746356
2024-04-12 12:30:00,2024-04-12 12:30:00,70534.24,17.807492344423913
2024-04-12 13:00:00,2024-04-12 13:00:00,70147.98,-6.86396144353496
2024-04-12 13:30:00,2024-04-12 13:30:00,69888.0,-27.900180029701396
2024-04-12 14:00:00,2024-04-12 14:00:00,69737.71,-27.827802345735012
2024-04-12 14:30:00,2024-04-12 14:30:00,69270.01,-36.36227267027554
2024-04-12 15:00:00,2024-04-12 15:00:00,69703.95,-31.020461670806903
2024-04-12 15:30:00,2024-04-12 15:30:00,69347.3,-20.194600596879457
2024-04-12 16:00:00,2024-04-12 16:00:00,68970.66,-36.387014669424055
2024-04-12 16:30:00,2024-04-12 16:30:00,68840.54,-46.76611064265003
2024-04-12 17:00:00,2024-04-12 17:00:00,67872.0,-77.62126216506203
2024-04-12 17:30:00,2024-04-12 17:30:00,68140.02,-74.6642335296506
2024-04-12 18:00:00,2024-04-12 18:00:00,67624.44,-63.95066585577329
2024-04-12 18:30:00,2024-04-12 18:30:00,66492.0,-142.46508087340297
2024-04-12 19:00:00,2024-04-12 19:00:00,66808.02,-108.95004791832459
2024-04-12 19:30:00,2024-04-12 19:30:00,66843.98,-60.36278526117807
2024-04-12 20:00:00,2024-04-12 20:00:00,67356.01,-42.791944066027575
2024-04-12 20:30:00,2024-04-12 20:30:00,67120.0,-23.50608262396479
2024-04-12 21:00:00,2024-04-12 21:00:00,66895.26,-29.05022939420292
2024-04-12 21:30:00,2024-04-12 21:30:00,66960.01,-27.375104036776353
2024-04-12 22:00:00,2024-04-12 22:00:00,67077.2,-2.797511747487356
2024-04-12 22:30:00,2024-04-12 22:30:00,67053.33,3.5765063715939696
2024-04-12 23:00:00,2024-04-12 23:00:00,66974.23,4.396716376831265
2024-04-12 23:30:00,2024-04-12 23:30:00,67116.52,20.222258996187545
2024-04-13 00:00:00,2024-04-13 00:00:00,67033.32,19.74605426902488
2024-04-13 00:30:00,2024-04-13 00:30:00,66913.27,15.827359667722677
2024-04-13 01:00:00,2024-04-13 01:00:00,66561.13,0.894042222318111
